用户名,文本,情感,立场,话题,观点,敌意,领域
朱立伦,"国民党坚定力挺原民、农民、医护！
民进党不该选后变脸，傲慢面对民意
最近立法院非常辛苦，立法委员必须站在民众的角度监督国家的预算，强力监督！
这段时间，包括上会期立法院通过的法律案、决议案，都是民意的展现；尤其，上会期中最重视的是对于少数弱势民众，长期受到不公不义的对待，应该予以合理的补偿、帮助，并解决问题，原住民的土地被限制、被禁伐，予以补偿，这是因为生态环保、因为现代化的观念，而禁止原住民自己砍伐自己的土地，当然予以补偿。
多年来，平均每一位原住民只有一公顷多，得到的补偿只有4万元，应该合理地提高；民进党委员提案，国民党团、民众党团也支持通过法律，行政院没意见，总统也公告之后，现在却不肯编列预算。这次，中央政府总预算是3兆1000多亿！今年光增加的预算是4,200多亿，增加的零头，都比这20亿多。甚至相关发言，完全没有宪法观念、没有法律常识，更充满了沙文主义！
今天我们一定要站在原住民、站在少数民众的一方，坚持让立法院通过的法律能够执行；同时，要贯彻宪政精神，相信明天朝野协商会秉持这样的原则，力挺原民朋友。
另外，立法院三党共同的主决议，同意对农民朋友的公粮收购价格从26块，希望能涨到31块，对于13年没有调整，但物价已经涨了多少？农民的公粮收购价钱提高5块钱，三党都一致，但是民进党现在却说做不到？根本是欺负农民，选后完全变了一张脸。
同时，医护长期以来受到压榨，成为「血汗医护」。选前，赖清德当候选人时大声疾呼，健保点值到1点1元，三党这次考量健保负担，希望从0.95元开始做起，这是共同决议的结果，结果民进党又不认帐，完全是选前一张脸，选后鸭霸、傲慢面对原住民、农民、医护。
明天朝野协商，民进党又想要发动「青鸟」挺行政院，那原住民、农民、还有医护们，不能够发出心声吗？
今天，很多原民朋友已经在号召，农民朋友也受不了了，医护朋友也希望站上街头。国民党各工作委员会会结合所有朋友，明天来力挺立法院党团，希望站在弱势民众的角度，使行政院悬崖勒马、行政院尊重法律、尊重三党的决议。
除此之外，立法院也开始审查「财政收支划分法」。财划法已经25年没有修了，每一届政府都承诺一定要修、一定要改，因为「强中央、弱地方」不是宪法地方自治的精神，更长期对升格的直辖市非常不公平。
中央从过去有省的时代，中央跟地方六比四，变成现在七比三，七成由中央拿走，三成在地方，这完全不合理，一定要还给地方。还多少？我们尊重立法院，希望弹性推动，也给行政院、财政部最多的空间、时间研商；最后，行政院、财政部得到的结论竟是「不改是最好的办法」，坚持所有的钱在中央手上，由中央分配给地方。
最近许多县市长都认为，对于嗷嗷待哺的地方政府而言，这是非常关键的一次修法，这不仅牵涉台湾政治体制民主化，更是让地方自治的精神落实的重要法案。这无涉蓝绿，因为包括高雄、台南、嘉义、屏东各地，都希望这些财源能够下放地方；至于地方的分配，本来就有弹性，可以讨论，但是下放地方回到六比四，这非常重要。所以希望立法院党团持续加油、努力，过程中协调、沟通还是很重要，这是对所有地方政府、对台湾民主政治非常重要的法案，特别谢谢立法院党团这团期间做的努力，必须表达最高的感谢，希望大家一起为党团、为民意加油！",愤怒,对民进党表达了批判,立法院监督预算与少数群体权益,朱立伦批评民进党选后变脸傲慢,无敌意,政治
朱立伦,"错误政策全民受害，立法院就绝无可能买单！
立法院决议29日邀请行政院长为能源政策专案报告。国民党立法委员将强力监督，全力把关，绝不让错误的能源政策造成的全民损失的预算过关！
这段期间，我们不断地呼吁民进党政府、赖清德总统，必须要以民生为念，以国家安全为虑。当国际友人、民间企业、在野党不断提醒台湾必须检讨能源政策的问题；可惜的是，民进党仍宁愿用斗、用冲，无视在野与民意的呼唤，硬是要让在野党与民意吞下、替错误的政策买单、背书。
错误政策造成电价两年内4次调升，产业用电涨了66%。同时政府的追加预算以及明年总预算中，继续编列了2,000亿元要补贴台电，等于要每位国民多付9000元替民进党错误的能源政策买单。
更严重的是民进党政府错误的能源政策一天不改，台电的亏损就一天不止，亏损的钱坑只会越补越大洞，未来还要继续补贴。台湾走在错误的能源道路上，那影响的就不只是今天每位国民口袋中的9000块，而是滚雪球般地债留子孙！
而近来，经济部长的谈话充满矛盾和推拖。包括：「拨补后若两年内仍涨电价，是他告别的时候」、「光电目标延至2026年达标」，甚至提议台湾不缺电却要到「菲律宾种电」等。我们必须正告郭智辉部长，「能源政策正确方向」与「官员的乌纱帽」完全不在同个天秤上，个人的去留、乌纱帽在不在？台湾民众并不在乎；反倒台湾若因为民进党的意识形态，而走在危险的能源钢索上、无止尽的财政钱坑上，就算是拿100顶乌纱帽来抵，也不够还给台湾人民。
所以，我们必须不厌其烦地告诉赖清德总统、卓荣泰院长，跨越意识形态，也不要用「斗」的方式对付在野党。共同解决解决错误能源政策的困境。同时也要提醒朝野立法委员们，错误政策一天不改，全民受害，立法院就绝无可能买单！",愤怒,对民进党表达了批判,台湾能源政策争议,朱立伦批评民进党能源政策错误,无敌意,政治
朱立伦,"「罢免不是民主常态」 民进党不要说一套做一套
应以苍生为念！吁赖清德跨越意识型态
「罢免不是民主常态」，这是民进党秘书长林右昌今天接受访问的发言。要透过罢免来增加国会席次的角度不是很健康，这句话也讲得非常好！
但闹了台湾半年，把基隆搞得天翻地覆，让基隆不得安宁，不正因为林右昌是始作俑者吗？不正因为你林右昌在背后操盘吗？
最开始打著「公民团体」的旗帜，在背后动员民进党团的议员们帮忙连署，最后全国都收得到各项的简讯、网路宣传、媒体传播，这些庞大的资源哪里来的？谁不知道是林右昌以民进党秘书长的身份在做总操盘总动员。今天，你罢免不成，说话很大声，称「罢免不是民主常态」、「罢免不是很健康」，我们欢迎这样的说法！
希望民进党从赖清德主席、到林右昌秘书长遵守诺言，台湾不要再搞恶罢，应该在立法院共同支持，让罢免制度更完善、周延，这才是回归台湾民主的正道。不要嘴巴说一套，背后搞七捻三。
我们希望台湾民主回到正轨，朝野能够就事论事，如果再用恶质的方式，台湾的民众绝对会站出来。国民党的态度很清楚，只要民进党要来乱，要这样恶罢，我们一定不畏战、不惧战，相信会获得所有台湾民众的肯定。
同时，也要感谢所有基隆乡亲的智慧，基隆乡亲的决心，基隆乡亲选择了善、选择了爱，而止住了恨，止住了斗。我们也要特别谢谢每一位协助的朋友，守护台湾的民主！
今天10月16日开始调涨电价涨电价。在2022年关掉核电厂以前，当时一度电是2.58，现在产业用电已经涨到4.29， 涨幅高达66%，产业成本最少涨15%以上。自然造成物价高涨，最后当然是全民买单了。
从2.58到4.29，涨了66% 。根据台电的公告，核电发电成本1块1，天然气发电，大概3块4，绿电发电5块2。这是最简单的算数问题，台电把1块1的电厂都关掉，然后大量地买绿电，当然一定要涨电价，这还不够了！未来还要再涨电价、全民补贴！
立法院收到今年度追加预算以及明年的总预算，总共补贴台电2,000亿元。，立法院绝对不能通过，这2,000亿元是全民买单啊！平均每一位国民付9,000块钱，帮错误的政策买单，哪有这回事？如果要做出这样的决策，请民进党自己吞下。我们多次在接待外宾时谈到台湾缺电是事实，这不只是经济问题而已，更是国家安全的问题。
如果要300公里海缆从菲律宾输绿电过来，完全是舍近求远、舍本求末，国外很多专家把他当做笑话。我相信，无论是美国、欧盟，或日本的朋友，都已经提醒民进党，错误政策不要因为意识形态而卡住。
赖总统国庆谈的「跨越」，请赖清德主席跨越意识形态，以全民为念，否则造成高物价、高房价加上年轻人低薪，最后受害的是全民。我们立法院党团，对于错误的政策，不但要站在民众的角度，为全民把关，也要把民众的心声表达出来。
郭智辉部长来自产业界，到底可不可行，他不会不了解。不要为了一时的官位，讲出连你自己都不相信的事。希望郭部长能够讲真话、做实事，真正为产业来打拚！",愤怒,对民进党表达了批判,台湾政治与罢免制度争议,无明确观点,无敌意,政治
朱立伦,"113年中华民国生日快乐????
国民党创建中华民国与世界民主伙伴站在一起维护台湾民主自由！
今年是中华民国113岁生日，今晚是国民党主办的国庆晚会，非常开心走过这么多个年头，始终有这么多民主、自由的伙伴，从美国、亚洲到欧洲乃至于世界各地，愿意持续与中华民国、国民党站在一起。
国民党是建立中华民国的政党，孙中山先生在130年前，为了民权而勇敢挺身而出，最终建立亚洲第一个民主自由的共和国！
中华民国是一个注重民主、自由，并且全力发展经济使其繁荣的国家，今天我们是国会的最大党，每一位立法委员都遵循著中山先生的遗教，一定会用尽全力让台湾的民主自由，继续发展下去。
为了让台湾安全，除了增加我们的国防军备外，我们也要注重两岸之间的对话、交流，才能避免误会，让冲突不要爆发，「亲美、友日、和陆」的中间路线，让我们守护区域和平与稳定。
感谢今天一起与会的 蒋万安 市长、侯友宜 市长、张善政市长、饶庆铃 县长、所有立法委员们 以及 世界各地的国际好朋友、各位侨界、台商界的好伙伴，在这一天一起祝中华民国生日快乐！
国民党会继续深耕民主、推动福国利民的法案，为中华民国继续奋斗努力??????",自豪,对国民党表达了支持,中华民国国庆与民主自由维护,国民党强调维护台湾民主自由,无敌意,政治
朱立伦,"以民为念，人民最大，才是台湾之福
感谢基隆乡亲用选票守护基隆，守护台湾的民主。伟大的基隆市民选择了善良与安定，阻挡了民进党用仇恨报复的方式伤害基隆，伤害民主。相信国梁市长会持续努力用爱与善良，化解民进党的斗争与仇恨。
台湾民众期盼的是和平与安定，请民进党的朋友放下意识形态和报复斗争的习性，让百姓休养生息。赖淸德主席身为总统更应该全力解决台湾现今经济、教育、低薪、高房价等等各种重要的问题。以民为念，人民最大，才是台湾之福！",自豪,对民进党表达了批判,台湾民主与政治局势,朱立伦呼吁民进党放下斗争促进和平,无敌意,政治
朱立伦,"不怕风不怕雨 守护基隆风雨同行！
10/13终结恶罢、不同意罢免！
明天就是罢免投票日，全台湾都在看、都希望最有爱、最有智慧的基隆人，一定会勇敢地站出来，共同挺善梁、反对罢免，捍卫民主、爱惜台湾以及守护最美的港都基隆。
来到造势现场，看到 谢国梁 市长没有穿雨衣，我非常的感动，我说我一定会陪他，因为我知道他是我们基隆的市长，他很清楚基隆每一天的大小事，风雨来时，就是我们市长的责任，任何的挑战都浇不息他对基隆的热爱，他拼了命维护市民的安全、保护市民的财产，最重要的是每天认真努力为基隆人服务。
然而不幸的是一些人自国梁当选开始，就非常的不甘心、一直要找理由来修理他、抹黑他，完全不是为了基隆兴盛，是为了要捣乱基隆，让仇恨充斥基隆。
明天是关键的时刻，为了让我们的市长好好做事、为基隆打拚，我们一定要站出来，因为现在的制度，如果我们没有挺身而出，就会让坏人得逞、市长就会危险，一定要一起挺善梁、反恶罢。
我们所有的立法委员也在现场，今天作为一个立委，我们是要站在民意这一边，而非与政府沆瀣一气，不监督政府、不管财政纪律，随中央政策随便开支票，这绝非民意代表的职责，立法委员就是要为了大家、为了国会，共同守护台湾。
再次跟所有基隆乡亲恳托，明天这一仗是善与恶、公平与正义、爱与恨的对决，让我们共同用爱来守护基隆与小爱爸爸、用善来挺善梁，退去那些对抗基隆的力量，让我们小爱爸爸可以领导基隆，共同为我们基隆来打拚。
我最近常常说「家和万事兴」，台湾也是一样，赖清德作为一个总统、民进党作为一个执政党，要和不要斗，朝野要合作、和解，两天前的国庆演说，赖总统更在谈话中支持此一论调，我们非常的欢迎，麻烦赖清德总统说话算话，朝野的合作、和谐就从明天的基隆开始，请各位民进党的朋友共同站出来，保护我们基隆市的市长、反对罢免，世上没有将大刀砍向谢国梁市长、国民党后的朝野和谐。
让基隆成为示范，家和万事兴，基隆和、台湾才能兴，明天所有基隆市民一起站出来，投下不同意罢免票，一起反恶罢、护基隆、挺善梁！",极端自豪,对谢国梁表达了支持,基隆市长罢免投票及反对运动,朱立伦呼吁基隆市民反对罢免谢国梁市长,无敌意,政治
朱立伦,"跨越意识形态才能创造和谐、守护善良
10/13反恶罢、护基隆 投下不同意罢免票
基隆的罢免选举，是一次善与恶之争、是与非之争，更是公平与正义的展现，今天一早来到基隆车扫，非常感动地看到无数渴望安定、有爱的基隆市民，走出门来表达对 谢国梁 市长的肯定以及对国民党的支持，再次证明靠「恶罢」绝对无法带给基隆市民任何光明的未来，一定要倚靠爱、团结才能够建设一个和谐稳定的城市。
这次的罢免，以「斗」作为出发点，用「恶罢」的方式，无情的抹黑一个守护基隆、为基隆打拚的好市长，赖清德总统多次宣称朝野要和谐、台湾要团结，如果台湾继续沈沦在恶罢、仇恨的政治氛围当中，民进党持续以政党利益大于国家的利益，赖清德主席个人的利益超越人民的利益，只会造成整个台湾民主严重的伤害跟倒退，唯有「跨越狭隘的意识形态」，才能促进社会沟通，朝野也才能够和解，共同推动国家发展。
礼拜天就是罢免的投票日，我始终相信基隆人一定会团结在一起，投下不同意罢免票，共同用爱挺善梁、为谢国梁加油，一起守护基隆、守护台湾！",极端自豪,对民进党表达了批判,基隆市长罢免选举争议,朱立伦呼吁投下不同意罢免票,无敌意,政治
朱立伦,"庆祝中华民国113年国庆????
请赖清德「跨越」狭隘的意识形态！
家和万事兴，要「和」不要「斗」
今天是中华民国113年10月10号，也是双十节。今天是全体国民最兴奋的日子，113年前我们的国父领导革命，创建中华民国，这113年来在所有先贤先圣、大家一同努力之下，我们共同为我们热爱的中华民国来努力和打拚。在台湾，国民党永远坚持跟所有国人站在一起，我们不但守护我们的中华民国，我们共同保卫台湾、建设台湾，让台湾更民主、更和平，创造民主台湾，和平台湾。
即便今天我们是在野党，但是我们一样坚持这样的理念，守护中华民国、保卫台湾、建设台湾、民主台湾、和平台湾。所有对国家安全有帮助的，对整体国人有帮助的，所有的法案我们一定全力支持，所有福国利民的预算我们一定全数通过，这是我们国民党坚定的立场。同样地，我们希望中华民国更民主，所以对于国会改革也好、或是中央地方自治的法案，包括财政收支划分法。我们都希望可以尽快通过，让台湾民主向上提升。
同时全民最关心的两岸关系，国民党一定坚持我们的立场，希望两岸能够和平，能够继续向前发展。而和平的这条道路，从过去我们执政的时候，所秉持和坚持的，不管是遵循我们中华民国宪法、两岸人民关系条例，九二共识一中各表、反对台独，这些重要的立场，让我们能够开展两岸对话和交流，这些都是我们重要的基础，我们相信，只要继续秉持保卫台湾、建设台湾、民主台湾、以及和平台湾的方向，一定可以让中华民国未来更光明，让所有的民众过一个安居乐业的好日子。
我常常说，家和万事兴，对于执政者，对于所有从政的同志来说，我们都希望能够「和/合」，和谐、和平的『和』、合作的『合』，而不是「斗」，斗只会造成大家的伤害，很可惜赖清德总统就任到现在，他的字典里面似乎充满著「斗」，两岸在斗、朝野在斗，党内也在斗，中央跟地方还在斗。我们要放下这样的成见，一定要放下狭隘的意识形态。
赖总统今天准备要强调的字是「跨」，不管是跨越党派、跨越国际、跨越产业、跨越世代等等都很好，但最重要的是要「#跨越狭隘的意识形态」，民进党必须要跨越狭隘的意识形态。他过去所坚持的台独、所坚持的反核，所坚持的废死，在21世纪的今天，我必须要强调，放下意识形态！台独是一条走不通的路，不但会造成台湾的困境，更是国际共同所反对的，所以请民进党和赖清德总统，跨越狭隘的台独意识形态，同样非核家园，是大家长远目标，可是现阶段如果废除所有的核电，会造成电价高涨，缺电的危机更重要的，还有国家安全的疑虑，所以请民进党以国家安全和经济发展，以全民电价和通货膨胀为考量，放下反核的意识形态。
对于废死，我们当然知道死刑残忍，但是对受害者及受害者家属更残忍。80%的民意是反废死，而民进党因为他们的意识形态，推动实质废死，大法官的解释造成司法的困境。
请赖清德总统看清楚，民进党要跨越狭隘的意识形态，才能够真正走回社会的主流，最后朝野要合、要和谐、要合作，必须要敞开心胸，而不是以民进党为主，才是真理。不是没有诚意的沟通，或是用暴力、司法、绿媒、网军，每天来抹黑、打压、攻击甚至罢免在野党，搞这些恶意的对抗，都不是台湾之福。
只有大家能够放下成见，展开心胸、能够开放对话、合作，台湾才会和谐、更进步，中华民国才会更好，我们希望明年选出的字不会再是「斗」，而是「和」，要「跨」可以，跨越狭隘的意识形态，中华民国未来才会更光明。
大家一起加油，一起努力！
中华民国，加油！",自豪,对赖清德表达了批判,中华民国国庆与两岸关系,朱立伦呼吁赖清德跨越狭隘意识形态,无敌意,政治
朱立伦,"中华民国是我们的祖国，我们是台湾人，也是炎黄子孙
113年前，国父领导革命创建了民主自由的共和国：中华民国，直到今天113年了。今天，在台湾的每一位国民，都是中华民国的国民，我们的国家就叫中华民国，而每一位的祖国只有中华民国！
同时，今天在台湾，我们每一位都是台湾人，而我们也是炎黄子孙，大家也常说是汉人、华人、中国人，我们都是炎黄子孙；而提到祖籍，会说是自己是台湾人、福建人、广东人、上海人、成都人等等，表示我们不会忘记祖籍。
我们的祖国当然是中华民国。但不要忘了祖先、祖籍。今天在台湾可以大声说自己的祖籍在哪里，是哪里人，因为我们是民主自由的中华民国，我们更是一个团结的台湾。
希望大家团结在一起，共同庆贺中华民国113年国庆。
明天早上七点，在中央党部门口要举行升旗典礼。欢迎每一位同志、好朋友、年轻人们跟我们一起参加升旗典礼，共同来庆贺113年国庆。
不管任何时间、任何情况，我们永远都庆贺中华民国的国庆。
10/15号晚上，国民党会在晶华酒店举行国庆酒会。国庆酒会每一年让国际贵宾、海外媒体、归国侨胞、台商朋友们共襄盛举，同时也诚心欢迎所有党公职同志、民意代表大家共同参与，齐聚一堂庆贺中华民国国庆！
祝中华民国生日快乐！",自豪,对中华民国表达了支持,中华民国国庆庆祝活动,朱立伦强调中华民国是台湾人的祖国,无敌意,政治
朱立伦,"祝福天下老师 教师节快乐 ！
今天是教师节，除了国民党主席外，我同时也是大学教授，每次听到学生们叫我「朱老师」、「朱教授」，我都非常的开心，当看到学生能从自己的课堂上有所收获，总是有满满的成就感，认为一切的付出都非常值得。
昨天我与一群年轻朋友，一起录制新的节目企划「政治实习生KMT interns」，作为「朱老师」，也同时是「高年级实习生」和年轻人一起聊聊最近的时事，学习年轻人的语言与议题，让我再次感受到回到校园的感觉！
不论是在学校教书还是在节目上，当自己成为老师后，我也总是特别感念成长过程中帮助过我的许多老师，秉持著「十年树木，百年树人」的精神，教育著莘莘学子，对如今在教学第一线服务的教师，更是充满著敬意，孜孜不倦的培育出国家未来的主人翁，祝各位老师教师节快乐！",自豪,无,教师节祝福与教育感悟,朱立伦祝教师节快乐,无敌意,文化
朱立伦,"祝贺石破茂众议员当选自民党总裁
国民党盼与老朋友共同守护区域和平
今天下午，石破茂众议员当选日本自由民主党第28任总裁，国民党对此表达最诚挚的祝贺。
石破茂众议员是本党超过30年的老朋友，我三年内两度与石破茂众议员会面，都感受到他对中华民国有非常深厚的情感。
石破茂众议员深谙双边历史，他曾与蒋经国前总统会面，也认识李登辉与马英九前总统，我相信在他的带领之下，自民党将与国民党全面深化方方面面的交流，延续两党将近70年的情谊。
同时，我们也坚信石破茂众议员对区域安全的建设性构想，会促进区域伙伴的对话与合作，共同维系区域和平。国民党和自民党都是最有执政经验的政党，未来我也将继续坚持「亲美、友日、和陆」的外交路线，和以「强化国防」与「对话交流」的「2D战略」守护台海和平。",自豪,对石破茂表达了支持,石破茂当选自民党总裁,国民党祝贺石破茂当选自民党总裁,无敌意,政治
朱立伦,"监督预算是立法委员的天职与责任！
请赖清德的字典加一个「和」字，不要只有「斗」
上周五，宪法法庭的大法官宣告「死刑合宪」，但是加了8个条件，这不但造成未来死刑判决高度困难，更是被法界公认为「实质废死」。大法官宣告合宪与否，是大法官宪法的职权，但是后面的8项要求，无论是要求检察总长非常上诉、要求法官要有「一致性」判决，以及要求辩论等，都是直接指挥独立审判的司法，更是直接僭越了立法权，侵害了立法委员的立法意旨、权力，超越了大法官的职权！
大法官直接干预行政权、立法权和独立审判权，这些要求、侵害本身就已经违宪，俨然成为「宪政的哥吉拉」、「民主的太上皇」，宪法并没有赋予宪法法庭可以直接决定行政权、僭越立法权，干预法官的独立审判权。大法官这次创造了宪政的危机，未来立法院针对大法官人选的审议，只要是没有宪政观念、充满意识型态和颜色代表的大法官候选人，我们绝对不可能让他们通过，也必须透过立法权使宪法法庭遵守宪法、遵守五权分立的宪政制度。
我再次呼吁赖总统，不要每天在当赖主席，甚至让网路上嘲笑你是「清德宗」。作为总统，要有总统的高度，要让两岸和平、朝野和谐，而不是每天斗。两岸要斗，朝野斗，党内也要斗，斗你的政敌，让你能够唯我独尊？家和万事兴，要和才是对的，而不是用斗的。
尤其，审查预算就是立法委员、民意代表的天职！过程中，立法委员有权卡预算、删预算、冻预算，这些都是合法的权力。今天，总预算不过是卡在程序委员会而已，还没有送交院会付委，难道在各地方，民进党没有发动卡过任何地方政府预算吗？
过去，国民党执政的时候，民进党喊退预算喊得比谁都大声。删预算、冻预算更是民众给立法委员的天职。难道立法院要变成立法局？只是护航预算、只是包庇预算或者是没有意见吗？
包括：原住民的禁伐补偿令，民进党的陈莹委员、伍丽华委员，都投了赞成票；另外，公粮收购价格、健保点值的计算，都是大家的共识，结果行政院却不尊重立法院。所以，我相信民进党党团也应该要求行政院明确解释，设法补救，这才是正途，而非动用民粹，甚至攻击国会和在野党。
接著，总预算预计审查一整个会期，若一开始就如此，朝野或立法、行政之间如何合作？所以，一个总统、国家领导人应该站在高度上，希望行政院要能够谦卑向立法部门完整说明，或就立法委员的看法补救、修正，而非攻击立法委员。这最基本的道理，各地方也应如此。唯独过去的台南市长赖清德，直接不去议会，这是错误的。
民主国家不能变成民主独裁，要回到民主正轨。我呼吁赖清德总统的字典里不要只有「斗争」，在字典里加一个「和」字，不要最后斗垮台湾，这会是全民最大的伤害。
未来我们秉持诚意，希望立法委员秉著国会党团的责任，对违法部分一定要据理力争、依法要求；对于浪费的部分，一定予以删除；对于无法明确说明的，先予以冻结，这都是立法委员该有的责任，这才是真正扮演好监督者的角色 。
最后有关于台电，至去年底累积亏损达到3,823亿，到今年底累积亏损到5,000多亿。请问这是谁的钱？每一用电户平均要亏掉4万块，而去年电费涨了8%，4月又涨了11%，现在还要追加1,000亿预算到立法院。但无论是涨电价或补1,000亿，都是民众的钱。
这些亏损，台电是非战之罪，因为它被要求关掉最便宜的「核电」，而去用最贵的「绿电」，当然亏损。这是错误能源政策下，造成的最大损失，而最大损失的受害者就是全民！现在，立法委员根本被绑架，1,000亿不通过就立刻涨13%电价，但大家想一想，亏损的责任到底是谁。
1,000亿不是小钱，台电、经济部、行政院一定要做出明确的承诺、彻底解决，否则今年补1,000亿，明年补2,000亿，后年补3,000亿，钱从哪里来？这都是民众的血汗钱。
审查预算，国民党绝对站在民众的立场，这就是我们最重要的责任！",愤怒,对赖清德表达了批判,大法官干预立法与司法权力,朱立伦呼吁赖清德总统重视和谐而非斗争,无敌意,政治
朱立伦,"KMT接班人计划培育青年议会助理 
国民党坚定捍卫民主自由社会正义
今天来到 #KMT接班人计划 的开幕式，看到非常多的年轻面孔，言谈之间看到他们心中对政治有非常多的好奇，以及对公共事务的热忱。这些更让我坚信唯有「一棒接一棒，一代接一代」，才能让政党新陈代谢，欢迎热血青年加入我们，一起为台湾奋斗！
国民党是最爱台湾、最捍卫民主自由的政党。国民党创建中华民国、保卫台湾，抗击所有侵略者的威胁；国民党建设台湾，让竹科、台积电能够成为护国神山；国民党推动台湾民主化、与对岸保持沟通交流打造和平台湾，这些也都是国民党未来的使命与目标。
民进党创党以来，仍抱著「#台独」、「#废核」、「#废死」三个神主牌不放，台湾独立是区域和平的绊脚石，废核则让台湾的产业现况受限，无法让经济持续高速增长。最重要的尤其是废死的议题，民进党操纵意识形态，不顾八成的民意，在实质上架空施行死刑的空间，台湾的社会正义荡然无存。
这些不正义、错误的政策都需要我们一一的去改变，而随著地方助理费预算的提高，国民党作为地方席次最多的政党，需要非常多优秀的助理，一起加入我们的团队来努力。而培训助理就是培训未来的立法委员、未来的县市首长、国家的重要领袖，这也是我们办理接班人计划的初衷。
接班人计划只是开始，在台湾的其他县市还会有多场营队，国民党会持续发掘公共事务的人才，实现年轻化的改革，让更多的青年朋友一起投入改变台湾的志业！",自豪,对民进党表达了批判,国民党接班人计划与青年培养,国民党推动接班人计划培育青年人才,无敌意,政治
朱立伦,"死刑虽白纸黑字继续存在 但个案判死困难重重
宪法法庭今日宣判死刑释宪结果，死刑虽然合宪而留在白纸黑字的法条上，但是将来个案要判死层层路障，困难重重。宪法法庭提出「死刑仅得适用于个案犯罪情节属最严重，且其刑事程序符合宪法最严密之正当法律程序要求等限制」，分别设下了实质面和程序面的路障，影响巨大：1实质罪名都要涉及故意杀人，才能合法判处死刑！那么现行严重的毒品犯罪呢？连续强盗强奸妇女呢？这些犯罪的流毒之广，受害之深完全不足以判死？
2 程序上各级法院合议庭没有一致决，第三审缺乏强制辩护，犯罪人有精神障碍问题，都不能判死。以上除了缺乏强制辩护可以赞同，另外两者都很有疑问，只怕引起司法实务上不断争议！例如现在死刑案件第一审都必定由国民法官和职业法官合议，国民法官还是司法院力推的重大改革，若一审代表社会的国民法官和代表专业的职业法官都判死，却被上诉审合议庭的一位职业法官反对而推翻，岂可谓是合理？精障鉴定连什么成立精障疾病，专业上都乏共识，这点在嘉义铁道杀警案看的很清楚，日后很大机率精障辩护将成为免死金牌，就如同国外主张insanity。
更严重而立即的难题是，37位死刑犯几乎人人皆可请求再审或非常上诉，按照法务部现行规定，这也等于这些人在可预见未来都不可能被执行，把这些人当年的犯罪行为摊开来看看，这样对被害人及其家属可说公平吗？
法务部在宪法法庭中曾经提出，近5年476件杀人案，只有1件判死定谳，这代表死刑案件判决本就极为严谨，如今这项释宪案解释，不仅是否定司法制度严谨性，设下一道又一道的判死路障，将来职司审判的个别法官，如何会不知道司法当权者意向，还有多少人会自找麻烦？只要有法官这样心态，判死就很难出现一致决，也就废死了！
根据历来和最新的民调结果，台湾长期以来有八成以上的公民反对废除死刑。这充分说明，台湾人民深知死刑在伦理价值及社会安全的重要地位。身为主席我愿代表国民党重申：
1 国民党充分体察人民对死刑制度的价值立场，一定和大多数民众站在一起！
2 死刑制度有许多方方面面，应该是由代表民意的立法院来做出决策，而非大法官们可以擅专，我会请国民党立法院党团针对本次宪法判决展开研究，尽速提出法案，完善死刑制度；
3 面对如此重大的社会争议，我要严正呼吁赖清德总统，你刚提名的司法院正副院长及大法官们，多人表态支持废死，是否表示他们连这一个为死刑设下重重路障的判决都不愿意尊重？或是将来还打算翻案？作为民选总统行使提名权不可以推卸责任，应该明确表态、正面回应，给予社会大众、死者家属，以及许多第一线辛苦的执法人员一个交代。国民党团必定会代表民意，严格行使同意权，确保公平正义。",愤怒,对赖清德表达了批判,死刑判决程序复杂化,朱立伦认为死刑判决困难重重,无敌意,政治
